date,tournament,patch,w_l,side,vs,bans,bans_vs,picks,picks_vs,players,ban1,ban2,ban3,ban4,ban5,ban_vs1,ban_vs2,ban_vs3,ban_vs4,ban_vs5,pick_top,pick_jg,pick_mid,pick_bot,pick_sup,pick_vs_top,pick_vs_jg,pick_vs_mid,pick_vs_bot,pick_vs_sup,player_top,player_jg,player_mid,player_bot,player_sup
2023-02-02,KR LCK 2023 Spring,13.1,Loss,Blue,BRION,"Yuumi,Lucian,Maokai,Renekton,Lulu","Caitlyn,Ashe,Heimerdinger,Fiora,Jax","Jayce,Sejuani,Ryze,Varus,Twitch","K'Sante,Elise,Kassadin,Zeri,Nautilus","Rascal,Croco,FATE,deokdam,BeryL",Yuumi,Lucian,Maokai,Renekton,Lulu,Caitlyn,Ashe,Heimerdinger,Fiora,Jax,Jayce,Sejuani,Ryze,Varus,Twitch,K'Sante,Elise,Kassadin,Zeri,Nautilus,Rascal,Croco,FATE,deokdam,BeryL
2023-02-04,KR LCK 2023 Spring,13.1,Win,Red,Hanwha Life Esports,"Yuumi,Lucian,Zeri,Akali,Sylas","Caitlyn,Ashe,Heimerdinger,Ryze,Kassadin","Cho'Gath,Maokai,Azir,Varus,Karma","Sion,Elise,Yone,Draven,Renata Glasc","Rascal,Croco,FATE,deokdam,BeryL",Yuumi,Lucian,Zeri,Akali,Sylas,Caitlyn,Ashe,Heimerdinger,Ryze,Kassadin,Cho'Gath,Maokai,Azir,Varus,Karma,Sion,Elise,Yone,Draven,Renata Glasc,Rascal,Croco,FATE,deokdam,BeryL
2023-02-04,KR LCK 2023 Spring,13.1,Loss,Blue,Hanwha Life Esports,"Maokai,Elise,Kassadin,Vi,Sejuani","Caitlyn,Ashe,Yuumi,Lulu,K'Sante","Renekton,Wukong,Azir,Zeri,Soraka","Gnar,Viego,Akali,Varus,Heimerdinger","Rascal,Croco,FATE,deokdam,BeryL",Maokai,Elise,Kassadin,Vi,Sejuani,Caitlyn,Ashe,Yuumi,Lulu,K'Sante,Renekton,Wukong,Azir,Zeri,Soraka,Gnar,Viego,Akali,Varus,Heimerdinger,Rascal,Croco,FATE,deokdam,BeryL
2023-02-04,KR LCK 2023 Spring,13.1,Loss,Red,Hanwha Life Esports,"Yuumi,Lucian,Zeri,Karma,Pyke","Caitlyn,Ashe,Varus,Renekton,Tristana","Aatrox,Maokai,Jayce,Ezreal,Heimerdinger","Ornn,Elise,Kassadin,Draven,Soraka","Rascal,Croco,FATE,deokdam,BeryL",Yuumi,Lucian,Zeri,Karma,Pyke,Caitlyn,Ashe,Varus,Renekton,Tristana,Aatrox,Maokai,Jayce,Ezreal,Heimerdinger,Ornn,Elise,Kassadin,Draven,Soraka,Rascal,Croco,FATE,deokdam,BeryL
2023-02-10,KR LCK 2023 Spring,13.1,Loss,Blue,Liiv SANDBOX,"Caitlyn,Varus,Elise,Akali,Sylas","Renekton,Ashe,Maokai,Ryze,K'Sante","Gnar,Vi,LeBlanc,Zeri,Lulu","Jayce,Sejuani,Azir,Lucian,Nami","Rascal,Croco,FATE,deokdam,BeryL",Caitlyn,Varus,Elise,Akali,Sylas,Renekton,Ashe,Maokai,Ryze,K'Sante,Gnar,Vi,LeBlanc,Zeri,Lulu,Jayce,Sejuani,Azir,Lucian,Nami,Rascal,Croco,FATE,deokdam,BeryL
2023-02-10,KR LCK 2023 Spring,13.1,Win,Blue,Liiv SANDBOX,"Caitlyn,Lucian,Ashe,Kassadin,Renata Glasc","Renekton,Draven,Varus,K'Sante,Tryndamere","Sion,Maokai,Azir,Zeri,Lulu","Yone,Elise,Jayce,Aphelios,Nautilus","Rascal,Croco,FATE,deokdam,BeryL",Caitlyn,Lucian,Ashe,Kassadin,Renata Glasc,Renekton,Draven,Varus,K'Sante,Tryndamere,Sion,Maokai,Azir,Zeri,Lulu,Yone,Elise,Jayce,Aphelios,Nautilus,Rascal,Croco,FATE,deokdam,BeryL
2023-02-10,KR LCK 2023 Spring,13.1,Loss,Red,Liiv SANDBOX,"Maokai,Ashe,Caitlyn,Akali,Sylas","Renekton,Kassadin,Elise,Jayce,Jax","K'Sante,Vi,LeBlanc,Zeri,Nami","Gnar,Wukong,Azir,Lucian,Sona","Rascal,Croco,FATE,deokdam,BeryL",Maokai,Ashe,Caitlyn,Akali,Sylas,Renekton,Kassadin,Elise,Jayce,Jax,K'Sante,Vi,LeBlanc,Zeri,Nami,Gnar,Wukong,Azir,Lucian,Sona,Rascal,Croco,FATE,deokdam,BeryL
2023-02-12,KR LCK 2023 Spring,13.1,Loss,Blue,T1,"Lucian,Jayce,Vi,Poppy,None","Maokai,Elise,Sejuani,Kassadin,LeBlanc","Renekton,Wukong,Sylas,Jhin,Ashe","Sion,Nidalee,Azir,Varus,Caitlyn","Rascal,Croco,FATE,deokdam,BeryL",Lucian,Jayce,Vi,Poppy,None,Maokai,Elise,Sejuani,Kassadin,LeBlanc,Renekton,Wukong,Sylas,Jhin,Ashe,Sion,Nidalee,Azir,Varus,Caitlyn,Rascal,Croco,FATE,deokdam,BeryL
2023-02-12,KR LCK 2023 Spring,13.1,Loss,Red,T1,"Elise,Ashe,Lucian,Jayce,Sylas","Maokai,Kassadin,Zeri,Jax,Azir","K'Sante,Vi,Akali,Varus,Karma","Fiora,Sejuani,Viktor,Caitlyn,Lux","Rascal,Croco,FATE,deokdam,BeryL",Elise,Ashe,Lucian,Jayce,Sylas,Maokai,Kassadin,Zeri,Jax,Azir,K'Sante,Vi,Akali,Varus,Karma,Fiora,Sejuani,Viktor,Caitlyn,Lux,Rascal,Croco,FATE,deokdam,BeryL
2023-02-15,KR LCK 2023 Spring,13.3,Loss,Red,KT Rolster,"Maokai,Lucian,Sejuani,Jayce,Yone","Vi,Lee Sin,Ashe,Renekton,LeBlanc","Sion,Nidalee,Ryze,Varus,Caitlyn","Jax,Elise,Irelia,Draven,Singed","Rascal,Croco,FATE,deokdam,BeryL",Maokai,Lucian,Sejuani,Jayce,Yone,Vi,Lee Sin,Ashe,Renekton,LeBlanc,Sion,Nidalee,Ryze,Varus,Caitlyn,Jax,Elise,Irelia,Draven,Singed,Rascal,Croco,FATE,deokdam,BeryL
2023-02-15,KR LCK 2023 Spring,13.3,Loss,Blue,KT Rolster,"Lucian,Varus,Caitlyn,Jayce,Akali","Maokai,Ashe,Elise,Nautilus,Leona","Renekton,Sejuani,Azir,Draven,Annie","Gragas,Wukong,Taliyah,Zeri,Lulu","Rascal,Croco,FATE,deokdam,BeryL",Lucian,Varus,Caitlyn,Jayce,Akali,Maokai,Ashe,Elise,Nautilus,Leona,Renekton,Sejuani,Azir,Draven,Annie,Gragas,Wukong,Taliyah,Zeri,Lulu,Rascal,Croco,FATE,deokdam,BeryL
2023-02-17,KR LCK 2023 Spring,13.3,Loss,Red,Hanwha Life Esports,"Elise,Maokai,Lucian,Akali,Kassadin","Varus,Ashe,Sejuani,LeBlanc,Renekton","Gragas,Vi,Viktor,Ezreal,Karma","Jax,Wukong,Sylas,Caitlyn,Lux","Rascal,Croco,FATE,deokdam,BeryL",Elise,Maokai,Lucian,Akali,Kassadin,Varus,Ashe,Sejuani,LeBlanc,Renekton,Gragas,Vi,Viktor,Ezreal,Karma,Jax,Wukong,Sylas,Caitlyn,Lux,Rascal,Croco,FATE,deokdam,BeryL
2023-02-17,KR LCK 2023 Spring,13.3,Loss,Blue,Hanwha Life Esports,"Lucian,Elise,Kassadin,Akali,Sylas","Maokai,Ashe,Caitlyn,Renekton,LeBlanc","Jax,Sejuani,Viktor,Ezreal,Karma","Gnar,Vi,Azir,Zeri,Lulu","Rascal,Juhan,FATE,deokdam,BeryL",Lucian,Elise,Kassadin,Akali,Sylas,Maokai,Ashe,Caitlyn,Renekton,LeBlanc,Jax,Sejuani,Viktor,Ezreal,Karma,Gnar,Vi,Azir,Zeri,Lulu,Rascal,Juhan,FATE,deokdam,BeryL
2023-02-24,KR LCK 2023 Spring,13.3,Loss,Red,Gen.G,"Maokai,Ashe,Caitlyn,Lee Sin,Wukong","Varus,Heimerdinger,Elise,Renekton,Kassadin","Gragas,Vi,Azir,Lucian,Nami","Jax,Sejuani,Annie,Zeri,Lulu","Rascal,Croco,FATE,Pleata,BeryL",Maokai,Ashe,Caitlyn,Lee Sin,Wukong,Varus,Heimerdinger,Elise,Renekton,Kassadin,Gragas,Vi,Azir,Lucian,Nami,Jax,Sejuani,Annie,Zeri,Lulu,Rascal,Croco,FATE,Pleata,BeryL
2023-02-24,KR LCK 2023 Spring,13.3,Loss,Blue,Gen.G,"Annie,Karma,Elise,Kassadin,Azir","Ashe,Maokai,Caitlyn,Akali,Renekton","Jax,Wukong,Viktor,Lucian,Nami","Gragas,Vi,Taliyah,Zeri,Lulu","Rascal,Croco,FATE,Pleata,BeryL",Annie,Karma,Elise,Kassadin,Azir,Ashe,Maokai,Caitlyn,Akali,Renekton,Jax,Wukong,Viktor,Lucian,Nami,Gragas,Vi,Taliyah,Zeri,Lulu,Rascal,Croco,FATE,Pleata,BeryL
2023-02-26,KR LCK 2023 Spring,13.3,Loss,Red,BRION,"Maokai,Elise,Varus,Gnar,Jax","Caitlyn,Ashe,Annie,LeBlanc,Renekton","Gragas,Vi,Sylas,Lucian,Nami","Fiora,Sejuani,Akali,Zeri,Lulu","Rascal,Croco,FATE,Pleata,BeryL",Maokai,Elise,Varus,Gnar,Jax,Caitlyn,Ashe,Annie,LeBlanc,Renekton,Gragas,Vi,Sylas,Lucian,Nami,Fiora,Sejuani,Akali,Zeri,Lulu,Rascal,Croco,FATE,Pleata,BeryL
2023-02-26,KR LCK 2023 Spring,13.3,Win,Blue,BRION,"Karma,Lucian,Elise,Kassadin,Azir","Maokai,Ashe,Caitlyn,Wukong,Lee Sin","Jax,Sejuani,Annie,Varus,Heimerdinger","Renekton,Vi,Orianna,Zeri,Lulu","Rascal,Juhan,FATE,deokdam,BeryL",Karma,Lucian,Elise,Kassadin,Azir,Maokai,Ashe,Caitlyn,Wukong,Lee Sin,Jax,Sejuani,Annie,Varus,Heimerdinger,Renekton,Vi,Orianna,Zeri,Lulu,Rascal,Juhan,FATE,deokdam,BeryL
2023-02-26,KR LCK 2023 Spring,13.3,Win,Red,BRION,"Maokai,Elise,Lucian,Fiora,Camille","Caitlyn,Ashe,Annie,Jax,Renekton","K'Sante,Sejuani,Jayce,Ezreal,Karma","Gragas,Vi,Akali,Varus,Heimerdinger","Rascal,Juhan,FATE,deokdam,BeryL",Maokai,Elise,Lucian,Fiora,Camille,Caitlyn,Ashe,Annie,Jax,Renekton,K'Sante,Sejuani,Jayce,Ezreal,Karma,Gragas,Vi,Akali,Varus,Heimerdinger,Rascal,Juhan,FATE,deokdam,BeryL
2023-03-01,KR LCK 2023 Spring,13.4,Loss,Blue,Dplus KIA,"Karma,Jayce,Elise,Jax,Zoe","Annie,Ashe,Sejuani,Vi,Camille","K'Sante,Viego,Gragas,Caitlyn,Lux","Renekton,Lee Sin,LeBlanc,Varus,Heimerdinger","Rascal,Juhan,FATE,deokdam,BeryL",Karma,Jayce,Elise,Jax,Zoe,Annie,Ashe,Sejuani,Vi,Camille,K'Sante,Viego,Gragas,Caitlyn,Lux,Renekton,Lee Sin,LeBlanc,Varus,Heimerdinger,Rascal,Juhan,FATE,deokdam,BeryL
2023-03-01,KR LCK 2023 Spring,13.4,Loss,Red,Dplus KIA,"Ashe,Caitlyn,Elise,Vi,Wukong","Varus,Karma,Sejuani,Gragas,Renekton","Sion,Lee Sin,Syndra,Zeri,Lulu","Jayce,Viego,Annie,Lucian,Nami","Rascal,Juhan,FATE,deokdam,BeryL",Ashe,Caitlyn,Elise,Vi,Wukong,Varus,Karma,Sejuani,Gragas,Renekton,Sion,Lee Sin,Syndra,Zeri,Lulu,Jayce,Viego,Annie,Lucian,Nami,Rascal,Juhan,FATE,deokdam,BeryL
2023-03-04,KR LCK 2023 Spring,13.4,Win,Red,Nongshim RedForce,"Annie,Karma,Lucian,K'Sante,Gangplank","Ashe,Caitlyn,Varus,Gragas,Jayce","Jax,Sejuani,Taliyah,Tristana,Rell","Renekton,Wukong,Akali,Zeri,Lulu","Rascal,Juhan,FATE,deokdam,BeryL",Annie,Karma,Lucian,K'Sante,Gangplank,Ashe,Caitlyn,Varus,Gragas,Jayce,Jax,Sejuani,Taliyah,Tristana,Rell,Renekton,Wukong,Akali,Zeri,Lulu,Rascal,Juhan,FATE,deokdam,BeryL
2023-03-04,KR LCK 2023 Spring,13.4,Win,Blue,Nongshim RedForce,"K'Sante,Karma,Sejuani,Gragas,Ahri","Ashe,Annie,Caitlyn,Vi,Jax","Ornn,Lee Sin,LeBlanc,Zeri,Lulu","Renekton,Wukong,Lissandra,Lucian,Nami","Rascal,Juhan,FATE,deokdam,BeryL",K'Sante,Karma,Sejuani,Gragas,Ahri,Ashe,Annie,Caitlyn,Vi,Jax,Ornn,Lee Sin,LeBlanc,Zeri,Lulu,Renekton,Wukong,Lissandra,Lucian,Nami,Rascal,Juhan,FATE,deokdam,BeryL
2023-03-04,KR LCK 2023 Spring,13.4,Loss,Red,Nongshim RedForce,"Annie,Karma,Lucian,Wukong,Viego","Ashe,Caitlyn,Varus,Fiora,Jax","Lee Sin,Sejuani,Akali,Zeri,Renata Glasc","K'Sante,Vi,Gragas,Xayah,Rakan","Rascal,Juhan,FATE,deokdam,BeryL",Annie,Karma,Lucian,Wukong,Viego,Ashe,Caitlyn,Varus,Fiora,Jax,Lee Sin,Sejuani,Akali,Zeri,Renata Glasc,K'Sante,Vi,Gragas,Xayah,Rakan,Rascal,Juhan,FATE,deokdam,BeryL
2023-03-09,KR LCK 2023 Spring,13.4,Loss,Red,T1,"Caitlyn,Ashe,Annie,Ahri,LeBlanc","Gragas,Jayce,Rakan,Taliyah,Jax","Renekton,Sejuani,Sylas,Zeri,Lulu","Gnar,Vi,Azir,Lucian,Nami","Rascal,Croco,FATE,deokdam,BeryL",Caitlyn,Ashe,Annie,Ahri,LeBlanc,Gragas,Jayce,Rakan,Taliyah,Jax,Renekton,Sejuani,Sylas,Zeri,Lulu,Gnar,Vi,Azir,Lucian,Nami,Rascal,Croco,FATE,deokdam,BeryL
2023-03-09,KR LCK 2023 Spring,13.4,Loss,Blue,T1,"Lucian,Caitlyn,Varus,Aphelios,Draven","Annie,Rakan,Ashe,Ahri,Wukong","Sejuani,Viego,Taliyah,Zeri,Lulu","Jayce,Lee Sin,Gragas,Cho'Gath,Senna","Rascal,Croco,FATE,deokdam,BeryL",Lucian,Caitlyn,Varus,Aphelios,Draven,Annie,Rakan,Ashe,Ahri,Wukong,Sejuani,Viego,Taliyah,Zeri,Lulu,Jayce,Lee Sin,Gragas,Cho'Gath,Senna,Rascal,Croco,FATE,deokdam,BeryL
2023-03-11,KR LCK 2023 Spring,13.4,Win,Red,Liiv SANDBOX,"Annie,Ashe,Caitlyn,Ahri,Akali","Gragas,Jayce,Renekton,Jax,Lee Sin","Sylas,Wukong,Azir,Xayah,Rakan","Gnar,Vi,Taliyah,Lucian,Nami","Rascal,Juhan,FATE,Pleata,BeryL",Annie,Ashe,Caitlyn,Ahri,Akali,Gragas,Jayce,Renekton,Jax,Lee Sin,Sylas,Wukong,Azir,Xayah,Rakan,Gnar,Vi,Taliyah,Lucian,Nami,Rascal,Juhan,FATE,Pleata,BeryL
2023-03-11,KR LCK 2023 Spring,13.4,Loss,Blue,Liiv SANDBOX,"Jayce,Lucian,Caitlyn,Gnar,Azir","Annie,Ashe,Gragas,Renekton,Ahri","Illaoi,Vi,Akali,Xayah,Rakan","Jax,Wukong,LeBlanc,Varus,Renata Glasc","Rascal,Juhan,FATE,Pleata,BeryL",Jayce,Lucian,Caitlyn,Gnar,Azir,Annie,Ashe,Gragas,Renekton,Ahri,Illaoi,Vi,Akali,Xayah,Rakan,Jax,Wukong,LeBlanc,Varus,Renata Glasc,Rascal,Juhan,FATE,Pleata,BeryL
2023-03-11,KR LCK 2023 Spring,13.4,Loss,Blue,Liiv SANDBOX,"Jayce,Lucian,Karma,Jax,Ahri","Annie,Ashe,Vi,Renekton,LeBlanc","Akali,Lee Sin,Gragas,Caitlyn,Lux","Fiora,Wukong,Sylas,Varus,Leona","Rascal,Croco,FATE,Pleata,BeryL",Jayce,Lucian,Karma,Jax,Ahri,Annie,Ashe,Vi,Renekton,LeBlanc,Akali,Lee Sin,Gragas,Caitlyn,Lux,Fiora,Wukong,Sylas,Varus,Leona,Rascal,Croco,FATE,Pleata,BeryL
2023-03-15,KR LCK 2023 Spring,13.5,Loss,Red,Kwangdong Freecs,"Annie,Gragas,Ashe,Aurelion Sol,Viktor","Elise,Karma,Varus,LeBlanc,Akali","Fiora,Lee Sin,Veigar,Jinx,Leona","K'Sante,Wukong,Taliyah,Caitlyn,Lux","Rascal,Juhan,FATE,deokdam,BeryL",Annie,Gragas,Ashe,Aurelion Sol,Viktor,Elise,Karma,Varus,LeBlanc,Akali,Fiora,Lee Sin,Veigar,Jinx,Leona,K'Sante,Wukong,Taliyah,Caitlyn,Lux,Rascal,Juhan,FATE,deokdam,BeryL
2023-03-15,KR LCK 2023 Spring,13.5,Win,Red,Kwangdong Freecs,"Annie,Caitlyn,Ashe,Lucian,Renata Glasc","Elise,Karma,Varus,Xayah,Tristana","Renekton,Lee Sin,LeBlanc,Kai'Sa,Rakan","Jayce,Wukong,Taliyah,Zeri,Lulu","Rascal,Juhan,FATE,deokdam,BeryL",Annie,Caitlyn,Ashe,Lucian,Renata Glasc,Elise,Karma,Varus,Xayah,Tristana,Renekton,Lee Sin,LeBlanc,Kai'Sa,Rakan,Jayce,Wukong,Taliyah,Zeri,Lulu,Rascal,Juhan,FATE,deokdam,BeryL
2023-03-15,KR LCK 2023 Spring,13.5,Loss,Red,Kwangdong Freecs,"Annie,Caitlyn,Varus,Heimerdinger,Lissandra","Elise,Karma,Lee Sin,Xayah,Tristana","Gnar,Wukong,Ahri,Zeri,Rakan","K'Sante,Viego,Veigar,Ashe,Seraphine","Rascal,Juhan,FATE,deokdam,BeryL",Annie,Caitlyn,Varus,Heimerdinger,Lissandra,Elise,Karma,Lee Sin,Xayah,Tristana,Gnar,Wukong,Ahri,Zeri,Rakan,K'Sante,Viego,Veigar,Ashe,Seraphine,Rascal,Juhan,FATE,deokdam,BeryL
2023-03-19,KR LCK 2023 Spring,13.5,Loss,Red,KT Rolster,"Annie,Caitlyn,Varus,Yone,Jayce","Lee Sin,LeBlanc,Elise,K'Sante,Ahri","Jax,Wukong,Taliyah,Xayah,Rakan","Renekton,Sejuani,Veigar,Zeri,Lulu","Rascal,Juhan,FATE,deokdam,BeryL",Annie,Caitlyn,Varus,Yone,Jayce,Lee Sin,LeBlanc,Elise,K'Sante,Ahri,Jax,Wukong,Taliyah,Xayah,Rakan,Renekton,Sejuani,Veigar,Zeri,Lulu,Rascal,Juhan,FATE,deokdam,BeryL
2023-03-19,KR LCK 2023 Spring,13.5,Loss,Red,KT Rolster,"Annie,Varus,Elise,Renekton,Kennen","Lee Sin,LeBlanc,Caitlyn,Rakan,Jax","Jayce,Sejuani,Yone,Xayah,Rell","K'Sante,Vi,Veigar,Zeri,Lulu","Rascal,Juhan,FATE,deokdam,BeryL",Annie,Varus,Elise,Renekton,Kennen,Lee Sin,LeBlanc,Caitlyn,Rakan,Jax,Jayce,Sejuani,Yone,Xayah,Rell,K'Sante,Vi,Veigar,Zeri,Lulu,Rascal,Juhan,FATE,deokdam,BeryL
,KR LCK 2023 Summer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-08,KR LCK 2023 Summer,13.1,Loss,Red,Kwangdong Freecs,"Neeko,Milio,Maokai,Annie,Aurelion Sol","Lucian,Zeri,Vi,Wukong,Viego","Sion,Kha'Zix,Ahri,Aphelios,Yuumi","K'Sante,Volibear,Taliyah,Xayah,Rakan","Rascal,Croco,Kyeahoo,Paduck,BeryL",Neeko,Milio,Maokai,Annie,Aurelion Sol,Lucian,Zeri,Vi,Wukong,Viego,Sion,Kha'Zix,Ahri,Aphelios,Yuumi,K'Sante,Volibear,Taliyah,Xayah,Rakan,Rascal,Croco,Kyeahoo,Paduck,BeryL
2023-06-08,KR LCK 2023 Summer,13.1,Loss,Blue,Kwangdong Freecs,"Maokai,K'Sante,Annie,Aurelion Sol,Gragas","Milio,Lucian,Neeko,Wukong,Poppy","Sion,Viego,Ahri,Aphelios,Yuumi","Gwen,Vi,Taliyah,Zeri,Rakan","Rascal,Croco,Kyeahoo,Paduck,BeryL",Maokai,K'Sante,Annie,Aurelion Sol,Gragas,Milio,Lucian,Neeko,Wukong,Poppy,Sion,Viego,Ahri,Aphelios,Yuumi,Gwen,Vi,Taliyah,Zeri,Rakan,Rascal,Croco,Kyeahoo,Paduck,BeryL
2023-06-11,KR LCK 2023 Summer,13.1,Loss,Red,Dplus KIA,"Neeko,Milio,Yuumi,Vi,Wukong","Ahri,K'Sante,Lucian,Rakan,Rell","Jax,Maokai,Jayce,Varus,Ashe","Ornn,Viego,Annie,Zeri,Lulu","Rascal,Croco,kyeahoo,Paduck,BeryL",Neeko,Milio,Yuumi,Vi,Wukong,Ahri,K'Sante,Lucian,Rakan,Rell,Jax,Maokai,Jayce,Varus,Ashe,Ornn,Viego,Annie,Zeri,Lulu,Rascal,Croco,kyeahoo,Paduck,BeryL
2023-06-11,KR LCK 2023 Summer,13.1,Loss,Blue,Dplus KIA,"Maokai,Vi,Blitzcrank,Gwen,Wukong","Neeko,Lucian,Yuumi,Annie,Sejuani","Cho'Gath,Viego,K'Sante,Aphelios,Milio","Gnar,Sion,Ahri,Draven,Pyke","Rascal,Croco,kyeahoo,Paduck,BeryL",Maokai,Vi,Blitzcrank,Gwen,Wukong,Neeko,Lucian,Yuumi,Annie,Sejuani,Cho'Gath,Viego,K'Sante,Aphelios,Milio,Gnar,Sion,Ahri,Draven,Pyke,Rascal,Croco,kyeahoo,Paduck,BeryL
2023-06-11,KR LCK 2023 Summer,13.1,Win,Blue,Dplus KIA,"Maokai,Vi,Milio,Aphelios,Gragas","Neeko,Lucian,Ahri,Syndra,Sejuani","Jax,Nautilus,K'Sante,Zeri,Rakan","Sion,Wukong,Annie,Ezreal,Yuumi","Rascal,Croco,kyeahoo,Paduck,BeryL",Maokai,Vi,Milio,Aphelios,Gragas,Neeko,Lucian,Ahri,Syndra,Sejuani,Jax,Nautilus,K'Sante,Zeri,Rakan,Sion,Wukong,Annie,Ezreal,Yuumi,Rascal,Croco,kyeahoo,Paduck,BeryL
2023-06-14,KR LCK 2023 Summer,13.11,Loss,Red,Hanwha Life Esports,"Milio,Yuumi,Neeko,Lulu,Zilean","K'Sante,Maokai,Vi,Renekton,Jax","Malphite,Wukong,Ahri,Xayah,Rakan","Gragas,Viego,Annie,Aphelios,Blitzcrank","Rascal,Croco,kyeahoo,Paduck,BeryL",Milio,Yuumi,Neeko,Lulu,Zilean,K'Sante,Maokai,Vi,Renekton,Jax,Malphite,Wukong,Ahri,Xayah,Rakan,Gragas,Viego,Annie,Aphelios,Blitzcrank,Rascal,Croco,kyeahoo,Paduck,BeryL
2023-06-14,KR LCK 2023 Summer,13.11,Loss,Blue,Hanwha Life Esports,"Annie,Blitzcrank,Vi,Viego,Volibear","Neeko,K'Sante,Yuumi,Lucian,Draven","Jax,Wukong,Gragas,Jinx,Milio","Renekton,Lee Sin,Ahri,Aphelios,Nautilus","Rascal,Croco,kyeahoo,Paduck,BeryL",Annie,Blitzcrank,Vi,Viego,Volibear,Neeko,K'Sante,Yuumi,Lucian,Draven,Jax,Wukong,Gragas,Jinx,Milio,Renekton,Lee Sin,Ahri,Aphelios,Nautilus,Rascal,Croco,kyeahoo,Paduck,BeryL
2023-06-16,KR LCK 2023 Summer,13.11,Loss,Blue,KT Rolster,"Yuumi,Annie,Milio,Azir,Braum","Neeko,Vi,Ahri,Rakan,Gragas","Jax,Volibear,K'Sante,Aphelios,Nautilus","Renekton,Sejuani,Taliyah,Jinx,Renata Glasc","Rascal,Croco,kyeahoo,Paduck,BeryL",Yuumi,Annie,Milio,Azir,Braum,Neeko,Vi,Ahri,Rakan,Gragas,Jax,Volibear,K'Sante,Aphelios,Nautilus,Renekton,Sejuani,Taliyah,Jinx,Renata Glasc,Rascal,Croco,kyeahoo,Paduck,BeryL
2023-06-16,KR LCK 2023 Summer,13.11,Loss,Blue,KT Rolster,"Yuumi,Annie,Milio,Azir,Blitzcrank","Neeko,Vi,Maokai,Wukong,Nocturne","Ornn,Kindred,Ahri,Aphelios,Lulu","Renekton,Sejuani,Taliyah,Jinx,Nautilus","Rascal,Juhan,kyeahoo,Paduck,BeryL",Yuumi,Annie,Milio,Azir,Blitzcrank,Neeko,Vi,Maokai,Wukong,Nocturne,Ornn,Kindred,Ahri,Aphelios,Lulu,Renekton,Sejuani,Taliyah,Jinx,Nautilus,Rascal,Juhan,kyeahoo,Paduck,BeryL
2023-06-22,KR LCK 2023 Summer,13.11,Loss,Red,Gen.G,"LeBlanc,Neeko,Annie,Wukong,Nocturne","Sejuani,Maokai,Vi,Poppy,Lee Sin","Jax,Viego,Ahri,Draven,Milio","Renekton,Kha'Zix,Azir,Aphelios,Yuumi","Rascal,Juhan,FATE,Paduck,BeryL",LeBlanc,Neeko,Annie,Wukong,Nocturne,Sejuani,Maokai,Vi,Poppy,Lee Sin,Jax,Viego,Ahri,Draven,Milio,Renekton,Kha'Zix,Azir,Aphelios,Yuumi,Rascal,Juhan,FATE,Paduck,BeryL
2023-06-22,KR LCK 2023 Summer,13.11,Loss,Blue,Gen.G,"Sejuani,Vi,Azir,Tristana,Renekton","Neeko,LeBlanc,Lee Sin,Poppy,Gnar","Gragas,Wukong,Annie,Draven,Milio","K'Sante,Maokai,Sylas,Aphelios,Yuumi","Rascal,Juhan,FATE,Paduck,BeryL",Sejuani,Vi,Azir,Tristana,Renekton,Neeko,LeBlanc,Lee Sin,Poppy,Gnar,Gragas,Wukong,Annie,Draven,Milio,K'Sante,Maokai,Sylas,Aphelios,Yuumi,Rascal,Juhan,FATE,Paduck,BeryL
2023-06-25,KR LCK 2023 Summer,13.11,Loss,Red,Nongshim RedForce,"Neeko,Milio,K'Sante,Heimerdinger,Leona","Yuumi,Maokai,LeBlanc,Jax,Lulu","Volibear,Sejuani,Tristana,Zeri,Rakan","Renekton,Poppy,Azir,Varus,Nautilus","Rascal,Juhan,FATE,Paduck,BeryL",Neeko,Milio,K'Sante,Heimerdinger,Leona,Yuumi,Maokai,LeBlanc,Jax,Lulu,Volibear,Sejuani,Tristana,Zeri,Rakan,Renekton,Poppy,Azir,Varus,Nautilus,Rascal,Juhan,FATE,Paduck,BeryL
2023-06-25,KR LCK 2023 Summer,13.11,Win,Blue,Nongshim RedForce,"K'Sante,Poppy,Neeko,Gragas,Heimerdinger","Milio,Yuumi,Vi,Draven,Leona","Renekton,Sejuani,LeBlanc,Zeri,Rakan","Sion,Maokai,Tristana,Varus,Lulu","Rascal,Juhan,FATE,Paduck,BeryL",K'Sante,Poppy,Neeko,Gragas,Heimerdinger,Milio,Yuumi,Vi,Draven,Leona,Renekton,Sejuani,LeBlanc,Zeri,Rakan,Sion,Maokai,Tristana,Varus,Lulu,Rascal,Juhan,FATE,Paduck,BeryL
2023-06-25,KR LCK 2023 Summer,13.11,Win,Red,Nongshim RedForce,"Milio,Azir,Neeko,Tristana,Lulu","Yuumi,LeBlanc,Maokai,Rakan,Annie","Renekton,Wukong,Ahri,Zeri,Renata Glasc","K'Sante,Sejuani,Jayce,Aphelios,Nautilus","Rascal,Juhan,FATE,Paduck,BeryL",Milio,Azir,Neeko,Tristana,Lulu,Yuumi,LeBlanc,Maokai,Rakan,Annie,Renekton,Wukong,Ahri,Zeri,Renata Glasc,K'Sante,Sejuani,Jayce,Aphelios,Nautilus,Rascal,Juhan,FATE,Paduck,BeryL
